"InvoiceLineId";"InvoiceId";"TrackId";"UnitPrice";"Quantity"
2115;390;2377;0.99;1
2116;390;2386;0.99;1
2117;390;2395;0.99;1
2118;390;2404;0.99;1
2119;390;2413;0.99;1
2120;390;2422;0.99;1
2121;390;2431;0.99;1
2122;390;2440;0.99;1
2124;390;2458;0.99;1
2141;396;2525;0.99;1
2142;396;2531;0.99;1
2143;396;2537;0.99;1
2144;396;2543;0.99;1
2145;396;2549;0.99;1
2146;396;2555;0.99;1
2147;396;2561;0.99;1
2148;396;2567;0.99;1
2149;396;2573;0.99;1
2150;397;2582;0.99;1
2151;397;2591;0.99;1
2152;397;2600;0.99;1
2153;397;2609;0.99;1
2154;397;2618;0.99;1
2155;397;2627;0.99;1
2156;397;2636;0.99;1
2157;397;2645;0.99;1
2158;397;2654;0.99;1
2159;397;2663;0.99;1
2160;397;2672;0.99;1
2161;397;2681;0.99;1
2162;397;2690;0.99;1
2163;397;2699;0.99;1
2164;398;2713;0.99;1
2165;399;2714;0.99;1
2166;399;2715;0.99;1
2169;401;2721;0.99;1
2170;401;2723;0.99;1
2171;401;2725;0.99;1
2172;401;2727;0.99;1
2202;405;2945;0.99;1
2203;406;2946;0.99;1
2204;406;2947;0.99;1
2205;407;2949;0.99;1
2206;407;2951;0.99;1
2207;408;2953;0.99;1
2208;408;2955;0.99;1
2209;408;2957;0.99;1
2210;408;2959;0.99;1
2211;409;2963;0.99;1
2212;409;2967;0.99;1
2213;409;2971;0.99;1
2214;409;2975;0.99;1
2215;409;2979;0.99;1
2216;409;2983;0.99;1
2240;412;3177;1.99;1
